date,latitude,longitude,depth,magnitude,location
1734982885327,9.0015,39.9808,10.0,4.9,"13 km NNE of Metahāra, Ethiopia"
1734976645583,19.5561,95.0905,84.036,4.9,"24 km NNW of Myaydo, Myanmar"
1734974012970,12.7807,-90.5132,10.0,4.7,"116 km SW of Acajutla, El Salvador"
1734970702238,34.5427,140.4882,69.422,4.5,"68 km SSE of Katsuura, Japan"
1734961032063,-7.1974,124.5222,515.119,4.6,"173 km NNW of Maubara, Timor Leste"
1734956355844,38.2331,15.3461,205.061,4.2,"2 km NW of Venetico Marina, Italy"
1734933659074,19.9162,-76.5153,22.241,5.9,"37 km S of Guisa, Cuba"
1734929470031,-11.1458,165.8012,67.537,5.0,"46 km S of Lata, Solomon Islands"
1734927978962,-29.1325,-70.6683,98.507,4.1,"62 km S of Vallenar, Chile"
1734925145263,-16.654,28.8804,10.0,4.9,"17 km SSE of Kariba, Zimbabwe"
1734922374862,15.8765,39.9733,10.0,4.4,"61 km ENE of Massawa, Eritrea"
1734920189271,-26.9824,-179.8416,454.024,4.6,south of the Fiji Islands
1734917769580,5.5221,61.3345,10.0,4.6,Carlsberg Ridge
1734916433775,8.9675,40.1189,10.154,4.6,"5 km WSW of Āwash, Ethiopia"
1734912289609,-14.3817,167.2892,243.4,4.8,"62 km SSW of Sola, Vanuatu"
1734907061708,29.0387,94.9861,36.765,4.0,"82 km NE of Shi Yomi, India"
1734903517377,-10.3659,-77.623,95.47,4.9,"14 km W of Copa, Peru"
1734894590604,34.5746,26.2594,10.0,5.2,"67 km SE of Ierápetra, Greece"
1734894265152,-10.8944,112.4438,10.0,4.9,"298 km S of Dampit, Indonesia"
1734887151877,-9.2471,106.6506,10.0,5.0,"242 km SSW of Banjar, Indonesia"
1734880471983,5.6305,61.2694,10.0,4.6,Carlsberg Ridge
1734868388431,34.1795,24.95,33.839,4.5,"93 km SSW of Pýrgos, Greece"
1734867899941,55.9688,-153.9797,12.0,5.3,"109 km S of Akhiok, Alaska"
1734865402125,-18.0231,-178.1562,570.24,4.6,"267 km E of Levuka, Fiji"
1734863902680,-23.852,-179.3327,533.092,4.5,south of the Fiji Islands
1734854151747,31.8188,130.6543,174.551,4.6,"9 km N of Kajiki, Japan"
1734853029770,17.6413,119.6493,10.0,5.0,"75 km W of Puro Pinget, Philippines"
1734843802866,-21.0193,169.8081,82.077,4.6,"172 km SSE of Isangel, Vanuatu"
1734842714076,3.2731,126.575,50.612,4.9,"233 km NW of Tobelo, Indonesia"
1734840533696,55.9828,-153.9916,17.3,4.6,"107 km S of Akhiok, Alaska"
1734839764489,55.9825,-153.9973,9.2,5.6,"107 km S of Akhiok, Alaska"
1734834685231,-10.868,162.7931,35.0,5.0,"105 km ESE of Kirakira, Solomon Islands"
1734829231932,37.2868,71.2587,97.61,4.5,"34 km SW of Khorugh, Tajikistan"
1734828665276,-30.445,19.4352,10.0,5.3,"101 km W of Brandvlei, South Africa"
1734816333487,-15.2297,-75.0184,48.534,4.5,"10 km E of Minas de Marcona, Peru"
1734798592364,38.6369,21.6091,10.0,5.0,"8 km ENE of Paravóla, Greece"
1734795053243,-17.7098,168.0292,46.0,6.1,"30 km W of Port-Vila, Vanuatu"
1734794810051,-0.108,125.1662,59.106,4.8,"102 km SE of Modisi, Indonesia"
1734787273631,-3.4908,127.114,35.0,4.4,"120 km W of Ambon, Indonesia"
1734787052490,36.7268,144.0532,22.094,4.4,"278 km ESE of Tomioka, Japan"
1734782618980,-15.4424,-173.6333,74.302,4.8,"59 km NNE of Hihifo, Tonga"
1734772830382,-20.1887,-173.3649,10.0,5.0,"111 km ESE of Fangale’ounga, Tonga"
1734772386330,-40.5333,-75.1337,10.0,4.8,"161 km WSW of Corral, Chile"
1734765015244,26.7644,55.1479,10.0,4.7,"35 km NE of Bandar-e Lengeh, Iran"
1734745054605,13.1718,-89.5799,39.211,4.1,"44 km SW of La Libertad, El Salvador"
1734744454491,44.1907,-128.9507,10.0,4.2,off the coast of Oregon
1734743969755,43.3343,146.8141,67.266,4.4,"52 km S of Shikotan, Russia"
1734743826484,-18.0307,-178.1487,612.857,4.8,"268 km E of Levuka, Fiji"
1734738820292,17.513,119.5231,10.0,4.9,"89 km W of Cabittaogan, Philippines"
1734737000836,8.1646,-38.1389,10.0,4.9,central Mid-Atlantic Ridge
1734735719271,39.9091,45.9464,34.646,4.7,"23 km SSW of Kerbakhiar, Azerbaijan"
1734735379457,-7.0882,131.8842,10.0,4.8,"187 km SSW of Tual, Indonesia"
1734733742248,29.4931,81.5921,10.0,5.0,"62 km WNW of Jumla, Nepal"
1734731486428,4.0073,125.8812,147.856,4.9,"161 km SSE of Sarangani, Philippines"
1734728973220,5.8015,127.2143,73.025,4.9,"130 km ESE of Pondaguitan, Philippines"
1734724657090,50.5566,90.4191,10.0,4.5,"19 km N of Mugur-Aksy, Russia"
1734722774486,-6.977,131.7867,10.0,5.1,"183 km SW of Tual, Indonesia"
1734721108974,33.268,140.7151,70.23,4.8,"205 km SSE of Tateyama, Japan"
1734718958731,-6.6474,104.9755,53.847,4.9,"99 km WSW of Labuan, Indonesia"
1734715486672,-19.2511,-172.979,10.0,4.8,"124 km ESE of Neiafu, Tonga"
1734714298973,-17.9795,167.8829,82.377,4.8,"52 km WSW of Port-Vila, Vanuatu"
1734707511020,-11.8029,166.0345,59.462,4.7,"122 km SSE of Lata, Solomon Islands"
1734705188325,-11.7513,166.1708,25.375,5.4,"120 km SSE of Lata, Solomon Islands"
1734703842112,-11.7408,166.2365,12.391,5.0,"122 km SSE of Lata, Solomon Islands"
1734696516478,31.614,-104.498,6.7664,4.0,"63 km S of Whites City, New Mexico"
1734690895527,-31.9735,-67.5302,10.0,4.5,"79 km ESE of Caucete, Argentina"
1734686412564,-39.9377,175.1034,63.004,4.4,"4 km E of Whanganui, New Zealand"
1734678701544,-16.6927,28.9052,10.0,4.9,"22 km SSE of Kariba, Zimbabwe"
1734672762156,-33.6033,-67.9272,182.74,4.8,"76 km SE of San Martín, Argentina"
1734667402131,60.357,-152.2935,84.7,4.5,"48 km NW of Ninilchik, Alaska"
1734653731517,-16.7069,28.9438,10.0,4.6,"26 km SE of Kariba, Zimbabwe"
1734640207102,-41.0822,-86.6001,10.0,5.3,West Chile Rise
1734636659799,13.6771,144.7346,102.501,4.6,"20 km NNW of Dededo Village, Guam"
1734636139121,11.9353,126.6311,10.0,5.1,"125 km E of Dapdap, Philippines"
1734633376772,-20.316,168.387,25.549,5.1,"126 km SW of Isangel, Vanuatu"
1734627081912,5.6669,127.0536,74.701,4.9,"123 km SE of Pondaguitan, Philippines"
1734621437405,-4.1377,151.8278,251.413,4.6,"37 km W of Rabaul, Papua New Guinea"
1734615464536,-15.4434,-73.1368,104.927,4.3,"14 km SE of Tauria, Peru"
1734605491273,-6.3009,130.2189,153.677,4.6,"290 km WSW of Tual, Indonesia"
1734591300839,17.6944,119.5562,10.0,5.0,"85 km W of Puro Pinget, Philippines"
1734590544786,17.6363,119.4894,10.0,5.1,"92 km W of Puro Pinget, Philippines"
1734588985574,-2.3313,128.1897,10.0,4.7,"137 km NW of Masohi, Indonesia"
1734576392228,-56.3499,147.3087,10.0,4.6,west of Macquarie Island
1734574360824,17.7739,119.3882,10.0,4.6,"103 km W of Puro Pinget, Philippines"
1734574022552,-56.3574,147.017,10.0,5.7,west of Macquarie Island
1734573165529,28.5305,84.1974,10.0,4.2,"36 km NE of Pokhara, Nepal"
1734571927780,-16.9338,-64.4653,578.524,4.5,"73 km E of Chimoré, Bolivia"
1734571037291,-0.7839,99.0581,45.06,4.6,"119 km W of Pariaman, Indonesia"
1734570591254,17.6609,119.6047,10.0,5.1,"80 km W of Puro Pinget, Philippines"
1734567414270,-6.4099,130.2739,148.914,4.5,"287 km WSW of Tual, Indonesia"
